Scientific Name,Common Name,Plant Type,URL,Spread,Soil Type,Sun/Shade Conditions,Image,Summary,Soil Moisture,Lep Count,Supported Leps
Ilex glabra,Inkberry,shrub ,https://mtcubacenter.org/plants/inkberry/,10,"Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ilex_glabra_1.jpg,"Known for its lustrous, evergreen foliage and uniform habit when young, Ilex glabra is a quality landscape plant. Ranging from 4-6� in height, this durable shrub prefers full sun to filtered shade and will tolerate salt and heavy, wet clay soils. Black fruit develop on female plants in autumn and feed a variety of songbirds in the winter. Inkberry performs well in the garden as a foundation plant, back of border shrub and is an excellent evergreen in seasonally wet spots. In response to pruning it will form suckering colonies. The gentle, rounded outline compliments Juniperus virginiana, Rhus typhina, Cornus sericea, Ilex verticillata, Fothergilla gardenii and Hibiscus moscheutos.","average, dry, moist, wet ",44,"Automeris io, Orgyia leucostigma, Antheraea polyphemus, Sphinx kalmiae"
Ilex verticillata �Winter Red�,Winter Red Winterberry Holly,shrub ,https://mtcubacenter.org/plants/winter-red-winterberry-holly/,10,"Clay, Loam","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ilex_verticillata_Winter_Red_MCC_1.jpg,"The bright red berries of Ilex verticillata �Winter Red� lend a festive touch to the winter garden. This easy to grow, multi-stemmed deciduous shrub has an upright, oval habit and will reach a height of 6-8�. It produces prolific amounts of dark red fruit that persist well into January. For best fruiting, plant Ilex verticillata �Southern Gentleman� as the male pollinator for Ilex verticillata �Winter Red�. Winterberry hollies need full sun to partial shade and perform best in moist, acidic soils; however, they are tolerant of drier conditions. This plant makes an excellent garden companion for Ilex glabra �Densa�, Viburnum nudum �Winterthur�, Cornus sericea, and Leucothoe axillaris.","average, dry, moist, wet ",44,"Automeris io, Orgyia leucostigma, Antheraea polyphemus, Sphinx kalmiae"
Ionactis linariifolius,Stiff Aster,perennial ,https://mtcubacenter.org/plants/stiff-aster/,1,Sand,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ionactis_linariifolius_1.jpg,"With its conifer-like texture, clump forming habit and drought tolerance, Ionactis linariifolius is an unusual addition to the rock garden or xeric site. Plants produce numerous, erect wiry stems with densely arranged stiff, needle-like foliage. Stems terminate in clusters of 1� wide flowers, ranging in shades of lavender, blue-violet, or white with a central yellow disc that matures to a bronze-red. Stiff aster grows 12-20� tall and prefers full sun in a sandy to gravelly soil but will tolerate some shade and a moist, well drained soil. This long blooming perennial complements Salvia lyrata �Burgundy Bliss�, Liatris pilosa, Silene virginica and Helianthus porteri.","average, dry, moist ",1,
Iris cristata,Dwarf Crested Iris,perennial ,https://mtcubacenter.org/plants/dwarf-crested-iris/,3,"Clay, Loam","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Iris_cristata_1.jpg,"The colorful blooms and easy culture of dwarf crested iris make it a valuable addition to the shady native woodland garden. In mid-spring, this attractive perennial groundcover is a mass of pale to deep violet blooms that reach 4-6� in height. Its 5-6� sword-like leaves arise from small rhizomes, that quickly spread, to form impressive colonies with a unique textural quality. Iris cristata does well in average, well-drained woodland soils in shade to partial shade and, once established, is dependably drought-tolerant. It complements other woodland plants such as Phlox divaricata, Uvularia sessilifolia, Geranium maculatum, Hydrastis canadensis, and Trillium luteum.","average, moist ",13,Orgyia leucostigma
Iris versicolor �Purple Flame�,Purple Flame Blue Flag,perennial ,https://mtcubacenter.org/plants/purple-flame-blue-flag/,3,"Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2021/03/052417_1623-960x700.jpg,"Iris versicolor �Purple Flame� is a Mt. Cuba Center Introduction and part of the Mt. Cuba Collection�. Commonly referred to as Purple Flame blue flag, this native plant thrived in the gardens at Mt Cuba Center for decades before it was introduced in 2020. Its most outstanding ornamental feature is the striking eggplant-purple new foliage that emerges from the ground in early spring.  As the weather warms, the bold purple leaves start to fade, eventually turning back to tones of green more typical of Iris versicolor. In late spring to early summer, dark stems produce dark purple flowers that attract butterflies and hummingbirds. This adaptable perennial is at home in typical garden conditions but tolerates saturated substrates and will even thrive when the crown is planted below water level. Iris versicolor �Purple Flame� creates a superb specimen and is also effective when planted en masse. Great garden companions include Asclepias incarnata, Lobelia cardinalis, Packera aurea, Caltha palustris, and Clethra alnifolia.","average, moist-to-wet ",13,Orgyia leucostigma
Itea virginica �Henry�s Garnet�,Henry�s Garnet Virginia Sweetspire,shrub ,https://mtcubacenter.org/plants/henrys-garnet-virginia-sweetspire/,10,"Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Itea_virginica_Henrys_Garnet_1.jpg,"Henry�s Garnet Virginia sweetspire is a show stopper in late spring to early summer. This elegant arching, 4-6� tall shrub produces masses of pure white finger-like flower clusters just as the summer heat builds. True to its name, Henry�s Garnet Virginia sweetspire extends interest as it ignites the autumn landscape with garnet red foliage. Though found naturally in moist to wet soils, it can tolerate dry soils as long as they are acidic and well drained. In addition, it makes an excellent shrub for massing or as a specimen in filtered shade to full sun planted with Viburnum nudum, Ilex verticillata, Magnolia virginiana, Styrax americanus, Heuchera americana, and Rhododendron canescens.","average, dry, moist, wet ",2,
Kalmia latifolia �Pink Charm�,Pink Charm Mountain Laurel,shrub ,https://mtcubacenter.org/plants/pink-charm-mountain-laurel/,15,"Clay, Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Kalmia_latifolia_Pink_Charm_1.jpg,"Kalmia latifolia �Pink Charm� is an attractive broadleaved evergreen flowering shrub that grows well in acidic, well-drained soils and part shade to full sun. Plants typically reach 5-8� tall and wide with attractive glossy green foliage. The large 4-8� clusters of angular flowers borne on branch tips are interesting from the time they develop deep pink buds until they open with a clear medium pink color, peaking from late May to early June. Pink Charm mountain laurel makes a fine garden companion for Rhododendron canescens, Euonymus americana, Dicentra eximia, Hexastylis shuttleworthii, Polystichum acrostichoides, Gillenia trifoliata, and Leucothoe axillaris.","average, dry ",25,"Orgyia leucostigma, Sphinx kalmiae"
Liatris spicata var. resinosa,Dense Blazing Star,perennial ,https://mtcubacenter.org/plants/dense-blazing-star/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Liatris_spicata_var_resinosa_1.jpg,"Dense blazing star, unlike many Liatris species, performs best in moist to seasonally wet conditions, making it an indispensible addition to gardens where excessive moisture can be a challenge. Slender erect stems of this multi-stemmed herbaceous perennial, topped with spike-like clusters of rose-purple blooms, are highly attractive in summer. In full bloom, Liatris spicata var. resinosa attracts a variety of insects including many moths and butterflies. Dense blazing star performs best in full sun to filtered shade in acidic soils. It takes up minimal space and is suitable for even the smallest gardens. Dense blazing star mingles well with Helenium autumnale var. autumnale, Gentiana clausa, Physostegia virginiana, and Stokesia laevis.","average, moist ",4,Synchlora aerata
Lilium canadense,Canada Lily,bulbcorm ,https://mtcubacenter.org/plants/canada-lily/,2,"Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lilium_canadense_1.jpg,"Canada lily is an eye-catching addition to the garden with striking clusters of pendulous 3-4� long yellow, orange or red bell-shaped flowers atop 3-5� stems in early summer. The prominent whorls of leaves provide architectural interest and complement the flowers. Don�t fail to peek at the inside of the flowers and examine the dark purple or red speckling. Canada lily performs best in deep, loamy, acidic to neutral well-drained soils in filtered shade to full sun. It is a fine companion for Asclepias incarnata, Eupatorium coelestinum, Panicum virgatum, Schizachyrium scoparium, Euphorbia spp., Solidago spp., and Vernonia noveboracensis.","average, moist ",9,
Lilium superbum,Turk�s Cap Lily,bulbcorm ,https://mtcubacenter.org/plants/turks-cap-lily/,0.75,"Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lilium_superbum_1.jpg,"In the sultry heat of summer, Turk�s cap lily is a magnificent flowering bulb for the shady garden. In late July, upright clusters of reflexed, bell-shaped, orange to red spotted flowers form a stunning candelabra-like arrangement atop 7-10� tall plants. Turk�s cap lily thrives in acidic, well-drained, loamy soils rich in organic matter. When flowering, this lily is highly attractive to butterflies and hummingbirds which are frequent visitors in search of the nectar it provides. Turk�s cap lily makes a fine companion with Rhododendron calendulaceum, Spigelia marilandica, Halesia tetraptera, Galax urceolata, Astilbe biternata, Hydrangea arborescens, Trillium erectum, and Phlox paniculata.","average, moist, wet ",9,
Lindera benzoin,Spicebush,shrub ,https://mtcubacenter.org/plants/spicebush/,12,"Clay, Loam, Sand","filtered-shade, full-sun, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lindera_benzoin_1.jpg,"There�s no doubt that spring has arrived when the woodlands are filled with the soft yellow haze of spicebush in bloom. Lindera benzoin is a multi-stemmed, irregularly rounded understory shrub that reaches 6-12� tall with foliage and stems that are aromatic when bruised. After blooming, spicebush fades into the woodland and comes to the forefront again in fall with dazzling yellow foliage. Female plants produce showy red fruit. Spicebush does best in partial shade, but will tolerate full sun with adequate moist soils. It is best used when naturalized in the woodland garden with companions such as Mertensia virginica, Sanguinaria canadensis, Polystichum acrostichoides, Symphyotrichum oblongifolium, and Callicarpa americana.","average, moist ",12,"Papilio troilus, Papilio glaucus"
Liquidambar styraciflua,Sweet Gum,tree ,https://mtcubacenter.org/plants/sweet-gum/,60,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Liquidambar_styraciflua_1.jpg,"Grown especially for its fall foliage, sweet gum is a large, fast-growing tree tolerant of poor drainage and drier soils. Glossy green, five-point, star-shaped leaves adorn the tree throughout the growing season turning a combination of bright orange, gold, purple and red in autumn. In spring, inconspicuous flowers give rise to the iconic spherical clusters of seed capsules which turn from green to brown in winter. These �gum balls� persist on the tree and can be a nuisance when they drop. Sweet gum makes a good shade or specimen tree for moist, acid soils in full sun or filtered shade. It grows well with Aronia arbutifolia, Oxydendrum arboreum and Fothergilla x intermedia �Mt. Airy�.","average, dry, moist, wet ",34,"Acronicta retardata, Callosamia promethea, Citheronia regalis, Automeris io, Orgyia leucostigma, Antheraea polyphemus"
Lobelia cardinalis,Cardinal Flower,perennial ,https://mtcubacenter.org/plants/cardinal-flower/,2,Loam,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lobelia_cardinalis_1-900x700.jpg,"Cardinal flower is a sure bet for gardeners anxious to have hummingbirds visit their gardens. Set against deep green foliage, pure red flowers appear on 2� long spikes atop 3-4� tall plants providing a spectacular garden display in the heat of summer. Cardinal flower flourishes in acidic to neutral, well drained soils in filtered shade to sun. Stream banks, water�s edge, meadow margins, and garden soils less prone to drought stress are excellent sites to grow this adorable herbaceous perennial. Lobelia cardinalis grows well with Lobelia siphilitica, Asclepias incarnata, Gentiana clausa, Monarda fistulosa, Rhexia virginica, Spiranthes odorata �Chadds Ford�, and Zephyranthes atamasca.","average, moist, wet ",5,
Lobelia siphilitica,Great Blue Lobelia,perennial ,https://mtcubacenter.org/plants/great-blue-lobelia/,2,"Chalk, Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lobelia_siphilitica_1.jpg,"This native perennial heralds the end of summer. Its showy, blue flowers, borne on a 1-3� tall stems, are a must for the naturalized garden. Great blue lobelia flourishes in moist soil with filtered shade but will adapt to drier conditions with more shade. This herbaceous plant is easy to grow from seed and frequently self-sows. Lanceolate serrated leaves alternate along the stem, culminating into tiny bracts amidst the bell shaped blooms. Lobelia siphilitica is tolerant of acid to neutral conditions. Grow great blue lobelia with Eurybia divaricata, Chelone obliqua, and Eutrochium fistulosum as they enjoy the same cultural conditions and will provide varying heights in the perennial border.","average, dry, moist, wet ",5,
Lonicera sempervirens,Trumpet Honeysuckle,vine ,https://mtcubacenter.org/plants/trumpet-honeysuckle/,6,"Chalk, Clay, Loam, Sand",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Lonicera_sempervirens_1.jpg,"Trumpet honeysuckle is an attractive woody vining plant with showy clusters of 2� long, crimson tubular flowers. It is quite vigorous, growing from 10-20� tall and is easily trained on a trellis, arbor or fence. The attractive bluish leaves are deciduous in the north but evergreen in warmer climates. The plant blooms heavily in late spring then sporadically until fall. It prefers well-drained, evenly-moist soil and produces flowers most profusely in full sun. Hummingbirds love the flowers, so try growing trumpet honeysuckle with plants that give a succession of bloom to attract these beautiful birds. A few companions include Aesculus pavia, Aquilegia canadensis, and Spigelia marilandica.","average, moist ",30,"Hypercompe scribonia, Orgyia leucostigma, Hemaris diffinis, Hyles lineata"
Lyonia mariana,Staggerbush,shrub ,https://mtcubacenter.org/plants/staggerbush/,6,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lyonia_mariana_1.jpg,"Lyonia mariana is an attractive, 2-6� tall upright rhizomatous shrub with delicate white to pink tubular flowers that hang in graceful clusters. Staggerbush produces leathery green leaves during summer and can develop good red fall color. It performs best in moist to wet, sandy or peaty soils in filtered shade to full sun; however, it is adaptable to loamy garden soils. This understory shrub is a good plant to incorporate in a naturalistic garden setting where it can spread freely. It works well with Vaccinium corymbosum, Rhododendron viscosum, Eubotrys racemosa, Chamaedaphne calyculata, Itea virginica, Gaylussacia frondosa, Magnolia virginiana, Ilex opaca, and Nyssa sylvatica.","average, moist, wet ",10,Sphinx gordius
Magnolia virginiana,Sweet Bay,tree ,https://mtcubacenter.org/plants/sweet-bay/,35,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Magnolia_virginiana_1.jpg,"Grace your patio path with the pleasing lemon-scented fragrant blossoms of this multi- stemmed, small tree. Blooming sporadically, the solitary 2-3�, creamy white flowers are followed by small red fruits which are highly valued by a variety of wildlife. The shiny leaves are semi-evergreen, cast with silver on the underside. Sweet bay�s loose, open, upright habit provides a lovely vertical element in the garden. Naturally growing in moist to wet acid soils, it will thrive in medium to heavy clay. Sweet bay prefers filtered shade to sun. It makes a handsome companion for Matteuccia struthiopteris, Chelone lyonii, Osmundastrum cinnamomeum, Ilex glabra, and Clethra alnifolia.","average, moist, wet ",19,"Papilio troilus, Hypercompe scribonia, Callosamia promethea, Papilio glaucus, Automeris io, Orgyia leucostigma"
Maianthemum racemosum,False Solomon�s Seal,perennial ,https://mtcubacenter.org/plants/false-solomons-seal/,2,"Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Maianthemum_racemosum_1.jpg,"False solomon�s seal is an attractive herbaceous perennial with an upright arching form and creamy white, terminally-borne billowy flowers produced in spring. The flowers are followed in summer by glossy red berries that persist well into autumn. False solomon�s seal grows to 24� tall and has lanceolate, medium-green leaves that alternate along the stem and can become butter yellow in autumn. Maianthemum racemosum requires slightly acidic, average to moist organic soils and partial shade to perform best. It grows well with Phlox stolonifera, Podophyllum peltatum, Geranium maculatum, Dryopteris intermedia, Carex grayi and Asarum canadense.",average ,4,
Maianthemum stellatum,Starflower,perennial ,https://mtcubacenter.org/plants/starflower/,2,"Clay, Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Maianthemum_stellatum_1.jpg,"Starflower is a tough, dependable 1-2� tall perennial with arching stems and attractive narrow blue-green foliage forming erect colonies. In mid-spring it bears terminal pyramidal clusters of white star-shaped and slightly fragrant flowers. The flowers are followed in late summer by attractive fruit that mature from green to dark purplish-red with alternating stripes. It is good candidate for massing and along border edges or beneath shrubs. Starflower prefers moist to slightly dry conditions in filtered shade to full sun. Some excellent companions include Geranium maculatum, Caulophyllum thalictroides, Asarum canadense, Rhododendron canescens, Polystichum acrostichoides, and Solidago flexicaulis.","average, moist ",4,
Mertensia virginica,Virginia Bluebells,perennial ,https://mtcubacenter.org/plants/virginia-bluebells/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Mertensia_virginica_1.jpg,"A sure sign of spring�s impending arrival is the masses of bright blue flowers of Virginia bluebells borne above its fresh green foliage. This herbaceous perennial wildflower happily seeds itself in the garden, quickly forming large drifts. Virginia bluebells grow 18? tall and thrives in moist well-drained soils that are slightly acidic to neutral. They prefer bright sun in early spring followed by shade later as the forest canopy expands. By summer, Virginia bluebells die back to the ground allowing other perennials to extend the gardening season. Plant them with Polystichum acrostichoides, Stylophorum diphyllum, Phlox divaricata and other woodland wildflowers.","average, moist, wet ",1,
Monarda didyma,Scarlet Bee Balm,perennial ,https://mtcubacenter.org/plants/scarlet-bee-balm/,3,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Monarda_didyma_1.jpg,"The brilliant red tubular, two-lipped flowers of scarlet bee balm, arranged in dense terminal clusters, are highly attractive to hummingbirds, bees, and butterflies. This 2-4� tall, clump-forming perennial grows best in sunny or lightly shaded locations in moist soil that has been enriched with organic matter. The foliage, when bruised, has a spicy fragrance and is prone to powdery mildew. This can be controlled by providing adequate moisture, thinning for good air circulation, and selecting mildew resistant cultivars. Scarlet bee balm is an excellent companion in the perennial border for Penstemon digitalis, Echinacea purpurea, Veronicastrum virginicum, Schizachyrium scoparium, and Andropogon virginicus.","average, moist, wet ",9,Eosphoropteryx thyatyroides
Monarda punctata,Dotted Monarda,perennial ,https://mtcubacenter.org/plants/dotted-monarda/,1,"Loam, Sand",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Monarda_punctata_1-900x700.jpg,"A long blooming and unusual feature for the garden, Monarda punctata adds an unusual element of surprise to the garden. Preferring sunny, dry to moist sandy locations, dotted monarda is an excellent perennial that occasionally self-sows in the garden. In an interesting clustered arrangement around the stem, the purple spotted pale yellow blooms with light green to pink leafy bracts, look like pineapples along the stem. This 1-2� tall clumping perennial blooms from mid-summer to early fall. Plant in the naturalistic border or meadow mixed with Sporobolus heterolepis, Pityopsis graminifolia, Vernonia acaulis, Tephrosia virginiana, and Chrysopsis mariana.","average, dry, moist ",9,Eosphoropteryx thyatyroides
Morella pensylvanica,Common Bayberry,shrub ,https://mtcubacenter.org/plants/common-bayberry/,10,"Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Morella_pensylvanica_1.jpg,"Common bayberry is a versatile shrub that can be used in a wide variety of garden situations. This suckering shrub is very adaptable and grows under dry conditions in full sun to filtered shade, preferring acidic soils, but tolerating neutral soils. Morella pensylvanica is an upright, rounded shrub that is deciduous to semi-evergreen and grows to 5-10� tall. Common bayberry blooms in spring with inconspicuous yellow flowers. It has aromatic foliage and stems and develops blue fruit with a waxy coating. Combine this shrub with other tough plants in the low-maintenance shrub border such as Rhus aromatica �Gro-Low�, Aronia arbutifolia, Diervilla sessilifolia, and Viburnum acerifolium.","average, dry, moist ",36,
Muhlenbergia capillaris,Hair-Awn Muhly,grasssedge ,https://mtcubacenter.org/plants/hair-awn-muhly/,3,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Muhlenbergia_capillaris_2.jpg,"Hair-awn muhly is a beautiful, showy native grass for both perennial border plantings and native meadow gardens. It forms a 30� sphere of wiry textured grass blades. From September to October, it bursts into pink frothy cotton candy-like blooms, making it perhaps the most ornamental native grass. This showy clump-forming grass grows in full sun to filtered shade in a wide range of soils. Hair-awn muhly is an excellent meadow or perennial border plant when grown with Schizachyrium scoparium, Andropogon virginicus, Symphyotrichum georgianum, Helianthus angustifolius, Chrysopsis mariana, Liatris microcephala, and Symphyotrichum laeve var. laeve �Bluebird�.","average, dry, moist ",2,
Nyssa sylvatica,Sour Gum,tree ,https://mtcubacenter.org/plants/sour-gum/,30,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Nyssa_sylvatica_1-900x700.jpg,"Nyssa sylvatica is a shining beacon in the autumn landscape. Dark green, glossy leaves reliably transform into the most brilliant shades of scarlet and orange unparalleled by any other tree. Reaching up to 60� tall, it provides great architectural form with its pyramidal shape and perpendicular branching. In the garden, sour gum can grow in a wide range of soils from dry to periodically wet, as long as the soils are acidic. While sour gum is a slow growing tree, it is worth including this stunning specimen in the garden. Some garden companions include Viburnum rafinesquianum, Viburnum acerifolium, Gaultheria procumbens, Rhododendron periclymenoides, Osmundastrum cinnamomeum, Osmunda regalis, and Vaccinium pallidum.","average, dry, moist, wet ",34,"Citheronia regalis, Actias luna"
Oenothera fruticosa,Narrowleaf Evening-Primrose,perennial ,https://mtcubacenter.org/plants/narrowleaf-evening-primrose/,2,"Chalk, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Oenothera_fruticosa_1.jpg,"Narrowleaf evening-primrose is a delightful spreading herbaceous perennial up to 2� tall and 3� wide that brings a long season of flower color to the garden. Unlike most of its relatives, this species flowers during the day, producing bright yellow 2� diameter flowers in profusion. With its informal habit, narrowleaf evening-primrose makes an excellent companion on the border edge or meadow. It prefers well-drained soils, is pH adaptable, and performs best in full sun. Narrowleaf evening-primrose combines well with Coreopsis major, Liatris microcephala, Tradescantia hirsuticaulis, Solidago spp., Packera tomentosa, and Helianthus porteri.","average, dry ",15,"Hyles lineata, Schinia florida"
Opuntia humifusa,Prickly Pear,perennial ,https://mtcubacenter.org/plants/prickly-pear/,2,"Loam, Sand",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Opuntia_humifusa_1.jpg,"This summer-blooming beauty is one of the few cacti native to the Piedmont. The 3-4� wide, eye-catching yellow flowers burst into color in late June. The unique flattened pads of this cactus form a sprawling evergreen groundcover 4-8� tall and are covered with barbed spines. Prickly-pear is quite adaptable and makes a great addition to rock gardens or dry, well-drained soils in sunny locations. For added interest, consider combining it with plants such as Liatris microcephala, Ruellia humilis, Bigelowia nuttallii, Symphyotrichum ericoides, Coreopsis grandiflora, Coreopsis verticillata, Rhus copallinum, or Callicarpa americana.","average, dry ",4,
Orontium aquaticum,Golden-Club,perennial ,https://mtcubacenter.org/plants/golden-club/,3,"Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Orontium_aquaticum_1.jpg,"Broad waterproof leaves and golden club-like spiked flowers make Orontium aquaticum an attractive plant against the backdrop of a native water garden. In early spring, the attractive spadix that bares yellow flowers stands out and blooms for at least two weeks. The leaves float on or emerge from just below the surface of shallow waters to reach a height of 12?.  The attractive blue-green foliage of Orontium aquaticum provides continuous interest throughout the growing season on the edge of a pond or in a wet situation. It makes a good companion for other wetlands species including Iris versicolor, Caltha palustris, Woodwardia areolata, Osmundastrum cinnamomeum and Itea virginica.","moist, wet ",4,
Oxalis violacea,Violet Wood Sorrel,bulbcorm ,https://mtcubacenter.org/plants/violet-wood-sorrel/,0.833333333,"Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Oxalis_violacea_1.jpg,Oxalis violacea is a spring flowering bulb that goes dormant in summer and then reappears with a surprise second bloom in the fall. This delicate ephemeral plant features attractive clover-like grey-green leaves with purplish mottling and undersides. The 5-petaled flowers are lavender to purplish-pink on 4-8� tall stems. This plant slowly colonizes in deciduous shade in either loamy or clay soils. Oxalis violacea requires an edge of the garden bed with low competition from other plants. The thin strappy leaves of Sisyrinchium angustifolium and Carex digitalis contrast nicely with the clover-like foliage of wood sorrel. Pair this with other violet blooming plants like Dodecatheon amethystinum.,"average, dry, moist ",4,
Oxydendrum arboreum,Sourwood,tree ,https://mtcubacenter.org/plants/sourwood/,30,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Oxydendrum_arboreum_1.jpg,"Oxydendrum arboreum is truly a tree for all seasons. A spectacular specimen tree with weeping branch tips, mid-summer flowering and vibrant red/orange fall color make sourwood a lovely addition to the landscape. Best suited in full sun, sourwood will also tolerate filtered shade. Oxydendrum arboreum requires acid soil and good drainage. This slow growing tree can reach 50� tall in ideal conditions. Sourwood is one of the latest blooming trees in summer, boasting white urn-shaped flowers in large clusters arranged on a finger-like panicle. The vivid red fall color of the foliage contrasts well with evergreens such as Ilex opaca, Pinus strobus, Kalmia latifolia and Juniperus virginiana.","average, moist ",13,
Packera aurea,Golden Ragwort,perennial ,https://mtcubacenter.org/plants/golden-ragwort/,2,"Chalk, Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Packera_aurea_1.jpg,"Golden ragwort is an easily grown garden plant with large clusters of yellow flowers that brighten shady areas of the spring garden. The large clusters of �� daisy-like flowers grow on stems 1-3� above basal leaves. The foliage forms an effective groundcover in shady, moist to dry woodlands. The plants spread readily by seed and underground roots, forming large colonies. Golden ragwort can grow in the woodland garden or a shady perennial border among Eurybia divaricata, Polystichum acrostichoides, Dryopteris marginalis, Amsonia tabernaemontana and Phacelia bipinnatifida.","average, dry, moist ",1,
Panax quinquefolius,Ginseng,perennial ,https://mtcubacenter.org/plants/ginseng/,1,"Clay, Loam, Sand","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Panax_quinquefolius_1.jpg,"Though rarely used in a garden setting and most commonly known for its medicinal value, ginseng adds an intriguing and natural look to a garden setting. Bright red berries in 1� diameter clusters that are relished by birds, are borne above the attractive palmately compound leaves. Preferring cool, moist areas, this plant does well in shade to partial shade. It is best suited for acidic to neutral soils that have high organic matter and nutrients. Ginseng reaches about 16� tall and makes a good choice to plant with Lindera benzoin, Viburnum acerifolium, Fagus grandifolia, Ilex opaca, Polystichum acrostichoides, Heuchera americana, Hydrangea arborescens, Cornus florida, Clintonia umbellulata, and Prosartes lanuginosa.",average ,1,
Passiflora incarnata,Wild Passionflower,vine ,https://mtcubacenter.org/plants/wild-passionflower/,6,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Passiflora_incarnata_1.jpg,"An attractive herbaceous perennial vine delicately intertwining amongst shrubs and small trees, Passiflora incarnata provides an extended season of bloom from summer to early fall. Tropical in floral appearance and texture, the purple and white blooms give the effect of fringed pinwheels which adorn woody plants in the garden. Best planted in full sun, it grows in most soil types with good drainage. Spreading underground, this vine grows rapidly and can reach lengths of 25� in a growing season. Weave tendrils among supports like Physocarpus opulifolius �Monlo�, Callicarpa americana, and Morella pensylvanica. Grow with Conoclinium coelestinum, Vernonia angustifolia, and Coreopsis tripteris for blooming companions.","average, dry, moist ",4,
Penstemon calycosus,Long-Sepal Beardtongue,perennial ,https://mtcubacenter.org/plants/long-sepal-beardtongue/,2,"Chalk, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Penstemon_calycosus_1.jpg,"This herbaceous perennial is deserving of greater use in the garden because of its cultural adaptability. Long-sepal beardtongue tolerates a variety of conditions from filterd shade to full sun and moist and well-drained to dry soils. Flowers are produced in terminal panicles and each individual flower is 1� long, snapdragon-like and ranges in color from light violet to purple. Plants can grow 1-3� tall and roughly 2� wide. The foliage is lance-shaped, semi-glossy, medium green and has finely saw-toothed edges. Use with Spigelia marilandica to extend the season of bloom or use with Heuchera americana �Dale�s Strain� and Amsonia ciliata for a pleasing foliar combination.","average, dry, moist ",9,
